Project,Core Area,Repository,URL-Link,Accountable Engineering Manager,Exit Plan,Exit Date,Exit Plan State,Post 3/31 Exit Justification,ID
"Underwriting Systems","Core Insurance Platforms","ART-HVT-ARTSStatusChecker","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-ARTSStatusChecker","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClass0F424163C97D4746AD2F3C99649DF3CE""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span><br></div></div>","94"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-AutomationMonitor","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-AutomationMonitor","Moturi, Mounika","Immediately Archive","2/16/2024","Completed",,"95"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-DeploymentManager","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-DeploymentManager","Moturi, Mounika","Immediately Archive","2/16/2024","Completed",,"96"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-GoldCopyRebuild","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-GoldCopyRebuild","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClassB597E0AEC7FB44A3B5586D2EDF053E3C""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span></p><br></div></div>","97"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-OnPremProdSync","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-OnPremProdSync","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClass6662C92E13C94FF88ACF245756211E95""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span></p><br></div></div>","98"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-ProdLoadReports","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-ProdLoadReports","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClassA36178ADE5634336A4213BCF4BBAC8A8""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><br></div></div>","99"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-RatabaseWeeklyReports","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-RatabaseWeeklyReports","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClass397C230A3B3547059FDB92B1539BC3F3""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><br></div></div>","100"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-ReportGenerator","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-ReportGenerator","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClass376FAC4444704825A1366CC19E8E11F1""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><br></div></div>","101"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-TranFileImportClient","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-TranFileImportClient","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClass57D6F2518F7143C4B6368F810F7DDFE5""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><br></div></div>","102"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-TranFileProcessingService","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-TranFileProcessingService","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClass75B4A1124C044BD685D2099DE55054B5""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span><br></div></div>","103"
"Underwriting Systems","Core Insurance Platforms","ART-HVT-TranfileResultImport","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-HVT-TranfileResultImport","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClassA5C4396B62D04894A989B366433E511E""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span><br></div></div>","104"
"Universal Conversation Engine","Core Insurance Platforms","ArticulationDesigner","https://dev.azure.com/geico/Universal%20Conversation%20Engine/_git/ArticulationDesigner","Grabarczyk, John","Plan to Sunset","1/1/2025","Not Started",,"105"
"Underwriting Systems","Core Insurance Platforms","ART-OnPremProdSync","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-OnPremProdSync","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClass08F7EFBDF17F4B6582C98E9958829E02""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span><br></div></div>","106"
"Underwriting Systems","Core Insurance Platforms","ART-ProdLoadReports","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-ProdLoadReports","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClassCFB7D41DCB6C4F21B8FAC466DF23891E""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><p style=""margin&%2358;0in;""><br></p></div></div>","107"
"Underwriting Systems","Core Insurance Platforms","ART-RatabaseWeeklyReports","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-RatabaseWeeklyReports","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClassBEB2C7557F3D4513A338ED1915E4A113""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><br></div></div>","108"
"Underwriting Systems","Core Insurance Platforms","ART-ReportGenerator","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-ReportGenerator","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClassEC3A696BD7C14C0198CB46A1FDA6FDC1""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><br></div></div>","109"
"Underwriting Systems","Core Insurance Platforms","ART-StepsAndDumpsArchiveService","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-StepsAndDumpsArchiveService","Moturi, Mounika","Immediately Archive","2/16/2024","Completed",,"110"
"Underwriting Systems","Core Insurance Platforms","ART-TranFileImportClient","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-TranFileImportClient","Moturi, Mounika","Plan to Sunset","12/31/2029","Not Started","<div class=""ExternalClass3EB5028F77974165BAE3DE164E892432""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;color&%2358;black;""><span style=""background&%2358;white;"">Ratabase (CGI Vendor product) is used to calculate
policy premiums, it will be replaced by PACE/GTR and Ratabase can only be
sunset when all states and all lines of business are fully using GTR to get a
policy rated.</span></p><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;color&%2358;black;"">Given
the Vendor support is limited to .NET Framework 4.5.2, current codebase cannot
be upgraded to using .NET 6 or higher.</p><br></div></div>","111"
"Underwriting Systems","Core Insurance Platforms","ART-TranfileImportWinService","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-TranfileImportWinService","Moturi, Mounika","Immediately Archive","2/16/2024","Completed",,"112"
"Underwriting Systems","Core Insurance Platforms","ART-TranFileProcessingService","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-TranFileProcessingService","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClassBF41AA93DA314C0792CC57A197451BA8""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span></p><br></div></div>","113"
"Underwriting Systems","Core Insurance Platforms","ART-TranfileResultImport","https://dev.azure.com/geico/Underwriting%20Systems/_git/ART-TranfileResultImport","Moturi, Mounika","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClass5F11B3ACEA444124B79B1B838287799A""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><p style=""margin&%2358;0in;"">&%23160;</p><p style=""margin&%2358;0in;"">Underwriting
Systems/Ratabase team owns 61 repos that are to be updated to .NET 8
framework.&%23160;<span style=""background&%2358;white;"">We have prioritized them such
that we can first target tier 1 applications to ensure their workspace is setup
in Visual Studio Code. Our timeline to finish all repos for .NET exit
initiative extends until end of Q2. I’m working to arrange and pin a date for
each of the repos.</span></p><br></div></div>","114"
"Billing","Enterprise Engineering","AsbDeployment","https://dev.azure.com/geico/Billing/_git/AsbDeployment","Kollipara, Mahesh","Plan to rewrite on non .Net Open Source","12/31/2025","Not Started","<div class=""ExternalClass32A6D06DFB39479C89032E86EE0356B0""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);""><span style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;background-color&%2358;rgb(255, 255, 255);display&%2358;inline !important;"">System rewrite to move to on-prem and remove dependency on DuckCreek</span><br></div></div>","115"
"Commercial_Billing","Enterprise Engineering","AsbDeployment","https://dev.azure.com/geico/Commercial_Billing/_git/AsbDeployment",,,,"Not Started",,"116"
"Enterprise Integration","Exchange Platform","AsbPublisherWebApiPaaS-App","https://dev.azure.com/geico/Enterprise%20Integration/_git/AsbPublisherWebApiPaaS-App","Small, Dan","Immediately Archive","2/7/2024","Completed",,"117"
